date,Vancouver,Portland,SanFrancisco,Seattle,LosAngeles,SanDiego,LasVegas,Phoenix,Albuquerque,SanAntonio,Dallas,Houston,KansasCity,SaintLouis,Chicago,Nashville,Indianapolis,Atlanta,Denver,Minneapolis,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,NewYork,Montreal,Boston,Beersheba,TelAvivDistrict,Eilat,Haifa,Nahariyya,Jerusalem
201301081600,36.824,46.886,39.686,45.932,47.552,47.03,40.514,43.646,30.83,45.482,44.078,48.866,39.938,34.304,30.038,35.618,25.7,44.906,35.38,28.9,34.65,55.63,46.54,74.64,30.72,25.38,43.72,44.1,7.25,37.24,55,57.85,53.12,57.45,57.45,52.09
201301081700,37.868,47.228,41.9,46.94,53.042,50.702,46.994,48.866,34.628,48.128,48.83,51.962,42.404,37.508,33.566,38.588,28.994,49.136,41.83,29.93,36,58.41,47.88,76.08,31.33,25.93,43.97,45.18,7.09,37.31,55,53.98,50.68,57.45,57.45,52.09
201301081800,38.498,48.398,46.292,47.12,58.046,53.924,49.856,53.312,39.29,51.152,51.656,55.076,45.662,40.334,36.536,42.314,32.54,52.376,45.97,31.82,35.92,59.67,49.6,76.21,32.58,27.21,44.74,45.41,7.68,37.13,54,56.62,57.2,57.45,57.45,52.09
201301081900,39.056,49.046,50.432,48.326,61.178,56.426,53.474,55.346,42.242,52.736,53.798,56.246,47.876,42.458,39.02,44.762,34.34,54.464,47.95,33.85,35.46,61.52,51.03,78.64,34.16,28.87,44.69,46.45,8.44,37.31,53.01,57.27,57.2,57.92,57.92,51.76
201301082000,37.976,48.506,50.756,46.58,65.084,62.222,54.914,59.108,40.964,56.336,51.674,60.26,50.09,47.408,39.254,49.874,38.39,52.484,47.6,34.21,33.64,63.05,50.29,79.17,39.7,33.11,45.46,45.44,20.67,39.52,50.36,56.34,54.95,56.93,56.93,49.76
201301082100,40.73,50.774,53.906,49.082,63.5,59.972,56.498,58.118,43.322,54.032,53.276,56.228,46.634,42.44,37.832,45.356,34.484,53.186,49.26,34.09,34.11,58.94,49.42,76.54,32.31,31.94,40.03,41.69,7.97,32.07,53.01,55.4,52.25,57.92,57.92,51.76
201301082200,41.576,51.638,55.652,49.46,64.652,61.754,58.01,59.504,43.862,54.68,53.024,56.228,46.004,42.422,37.238,45.644,34.556,52.538,49.91,34.21,33.44,57.65,48.61,75.49,31.39,33.48,37.71,39.31,7.74,29.44,53.01,53.6,45.1,57.92,57.92,51.76
201301082300,41.198,52.07,56.768,48.92,64.832,60.638,58.352,58.946,44.366,54.734,51.692,55.868,44.132,38.714,35.384,41.522,32.18,48.65,44.06,32.52,32.58,56.14,44.71,74.01,29.82,32.79,34.63,36.48,8.96,26.87,54,51.8,45.1,57.92,57.92,51.76
201301090000,41.18,51.422,55.634,48.11,63.122,58.604,57.218,57.128,39.758,52.898,49.154,52.574,42.872,37.166,34.124,38.588,29.714,44.636,40.42,30.34,32.07,56.39,41.72,72.95,28.58,32.79,32.22,33.94,10.38,24.76,53.01,53.6,45.1,57.92,57.92,51.76
201301090100,41.018,50.288,53.312,47.588,60.116,56.012,52.952,53.348,32.342,51.368,47.516,50.414,41.72,35.834,33.404,35.636,29.48,42.062,37.04,29.55,31.42,56.37,40.19,72.48,27.52,32.79,30.69,32.7,11.41,23.83,52,53.6,55.4,57.92,57.92,51.76
201301090200,41.018,49.118,51.746,46.544,57.362,53.852,49.946,50.954,31.478,50.108,47.3,49.604,41.666,35.726,32.342,32.522,29.912,41.486,34.59,28.09,30.9,56.53,38.35,71.89,25.95,32.95,29.64,30.47,12.38,23.29,51.01,53.6,52.5,57.92,57.92,51.76
201301090300,40.478,47.768,49.91,46.454,55.49,51.584,47.732,49.352,31.082,50.432,45.968,49.586,40.622,34.538,31.406,29.768,29.174,39.884,33.4,27.05,30.74,56.66,35.55,71.22,25.52,33.1,28.38,30.7,15.73,22.73,51.01,51.8,55.4,57.92,57.92,51.76
201301090400,40.19,46.922,49.082,45.878,52.754,49.406,48.056,46.166,29.156,51.008,45.356,50.72,40.352,33.602,31.028,29.57,27.338,39.686,32.65,25.88,30.74,56.88,33.76,71.2,23.63,32.41,27.41,29.3,15.71,22.01,51.01,56.05,53.6,57.92,57.92,51.76
201301090500,39.758,46.292,47.714,45.59,51.422,47.75,46.886,46.364,29.75,50.882,45.752,51.638,39.974,33.728,30.524,28.886,27.014,39.776,30.49,25.3,30.74,57.43,32.54,70.86,22.41,32.79,26.49,27.79,16.27,23.5,52,53.67,54.5,57.92,57.92,51.76
201301090600,38.48,45.338,46.13,45.464,49.586,46.166,44.996,45.14,27.05,49.154,45.968,52.088,39.128,33.206,29.66,28.508,25.376,39.938,29.73,23.2,29.62,57.33,30.43,70.97,21.7,31.82,25.83,27.97,14.54,23.9,55,52.45,55.4,57.92,57.92,51.76
201301090700,39.38,44.924,45.554,45.266,48.758,45.536,44.168,46.418,28.76,48.47,45.842,52.664,38.084,31.694,28.886,28.004,24.962,39.182,29.64,20.34,29.48,57.65,31.41,71.37,21.2,32,24.98,27.68,17.69,24.01,55,50,58.1,53.69,53.69,52.79
201301090800,38.372,44.492,45.068,44.744,47.984,44.366,44.438,45.752,28.94,48.596,46.22,52.772,37.328,31.118,28.742,28.166,25.826,38.156,31.46,19,29.21,57.88,29.34,71.83,20.93,31.69,25,27.03,18.79,24.24,57,50.35,60.8,53.69,53.69,52.79
201301090900,38.192,44.546,44.762,44.6,46.76,44.006,45.158,45.212,27.464,48.542,46.436,51.62,36.32,29.768,28.238,27.842,26.096,39.056,33.72,17.2,28.41,57.93,31.21,71.64,20.6,31.41,25.3,26.92,21.68,25.95,59,55.62,62.6,53.69,53.69,52.79
201301091000,38.012,44.6,44.456,44.438,45.518,43.646,45.878,44.672,25.97,48.488,46.652,50.45,35.312,28.418,27.734,27.5,26.366,39.956,35.98,15.4,27.61,57.97,33.08,71.44,20.26,31.12,25.61,26.8,24.57,27.66,61,58.42,64.4,53.69,53.69,52.79
201301091100,38.336,44.798,42.89,44.42,45.014,42.494,41.972,39.596,24.08,47.894,46.886,50.306,36.302,27.23,28.454,29.39,23.684,40.424,34.68,15.26,27.28,57.97,34.61,70.84,19.13,31.12,25.43,27.07,28.09,30.72,60.01,58.1,66.2,53.69,53.69,52.79
201301091200,38.336,44.6,42.908,44.366,44.78,42.44,41.522,38.246,24.494,48.02,47.03,50.774,36.194,28.094,28.076,28.886,23.162,41.288,35.05,16.19,26.9,58.42,34.55,71.19,19.9,30.85,27.23,29.09,29.2,32.29,58,57.78,65.35,54.41,54.41,53.32
201301091300,38.318,44.384,42.908,44.294,44.546,42.368,41.054,36.878,24.908,48.128,47.156,51.224,36.086,28.958,27.68,28.382,22.622,42.134,35.42,17.11,26.51,58.87,34.48,71.53,20.66,30.58,29.03,31.12,30.31,33.85,55.99,57.2,65.01,55.13,55.13,53.85
201301091400,38.246,45.032,43.124,42.818,44.42,40.964,40.658,35.528,23.36,48.596,47.228,54.068,36.59,31.064,28.922,30.452,26.042,44.006,36.1,20.16,28.76,61.81,39.04,75.45,24.48,30.96,36.91,34.74,31.64,37.38,57.99,55.98,67.78,55.13,55.13,53.85
201301091500,37.922,45.878,43.646,42.044,45.284,43.178,41.648,38.336,27.5,48.83,47.552,55.616,39.074,35.366,32.162,39.668,30.488,45.77,37.99,23.27,29.93,64.89,42.6,79.09,29.35,31.82,41.76,38.93,32.29,39.9,57,54.82,67.78,55.13,55.13,53.85
201301091600,38.552,47.012,44.132,41.198,48.236,47.012,44.69,43.718,30.146,50.216,47.534,56.246,42.44,40.766,35.006,47.444,34.898,47.444,44.49,26.04,31.95,66.92,45.1,80.1,35.35,32.54,43.97,43.45,32.36,41.83,55.99,53.6,67.78,55.13,55.13,53.85
201301091700,38.678,48.092,46.706,41.108,54.122,52.988,49.658,49.334,35.87,51.152,47.39,57.794,46.166,44.708,37.976,52.934,36.824,48.956,47.73,28.89,33.71,67.48,48.43,79.68,39.13,34.18,44.87,44.89,33.53,44.2,51.01,49.9,66.99,55.13,55.13,53.85
201301091800,38.498,49.784,49.784,40.946,61.034,60.584,53.924,55.058,39.38,52.538,47.084,59.036,49.604,48.452,40.154,55.364,37.94,50.162,50,30.97,35.13,65.39,50.65,78.6,41.38,35.83,46.56,46.6,34.95,44.82,50,53.6,66.2,55.13,55.13,53.85
201301091900,38.66,50.81,51.17,41.828,63.932,63.608,57.632,59.018,41.09,53.222,46.868,60.044,51.998,50.684,41.396,57.398,39.74,51.116,50.92,31.96,35.91,63.97,51.69,78.64,42.17,36.21,46.67,48.79,35.17,45.32,48.99,53.02,65.98,53.69,53.69,46.74
201301092000,38.66,51.458,53.114,43.232,67.622,64.994,59.612,62.006,43.934,53.456,47.156,60.674,53.528,52.214,41.936,58.748,42.26,51.674,51.39,32.74,36.36,62.78,52.48,79,42.42,36.21,47.01,48.49,35.06,44.78,50,50,65.77,53.69,53.69,46.74
201301092100,37.886,52.106,54.572,45.23,68.576,66.362,62.132,63.356,44.906,53.78,47.48,61.52,53.528,52.97,41.918,59.45,43.808,52.322,50.72,33.28,35.94,61.68,52.36,78.46,42.22,36.59,44.38,46.49,33.62,42.42,48.99,50,62.6,53.69,53.69,46.74
201301092200,36.986,52.412,55.904,47.282,67.64,66.794,63.302,64.436,44.708,54.374,47.138,62.204,53.366,50.27,40.658,56.516,42.404,51.854,50.27,32.94,35.11,61.34,51.39,78.1,40.37,35.47,41.05,44.51,32.68,38.34,48,50,44.7,53.69,53.69,46.74
201301092300,36.914,52.844,55.76,49.208,65.462,65.462,63.446,64.652,42.998,55.058,46.868,62.69,51.224,47.264,38.894,51.926,38.048,51.008,46.47,32.65,33.51,59.95,50.25,76.3,38.12,33.19,37.49,43.11,32.5,35.8,48,50,48.6,53.69,53.69,46.74
201301100000,36.752,52.844,53.978,50.252,63.032,61.664,61.538,61.934,39.2,55.184,46.598,62.798,49.316,46.004,38.048,49.46,37.202,49.982,42.13,32.61,33.82,59.95,50.04,75.25,36.27,34,34.32,39.69,31.26,32.41,48,50.9,48.6,53.69,53.69,46.74
201301100100,37.868,52.934,51.728,50.558,60.476,57.74,57.326,58.604,35.438,55.886,46.454,62.69,47.804,46.706,37.454,47.264,35.798,50.162,37.33,31.95,33.58,59.63,48.16,75.47,34.29,32.9,32.72,38.77,30.61,32.25,48,51.8,48.6,53.69,53.69,46.74
201301100200,38.354,50,49.19,49.46,56.372,54.644,55.346,52.34,34.43,55.994,46.778,62.294,44.006,46.454,37.67,46.004,29.822,49.442,38.57,28.99,32.53,60.01,50.41,75.99,32.76,33.89,31.03,37,30.4,30,46.99,49.27,48.6,53.69,53.69,46.74
201301100300,37.22,46.022,48.362,46.022,51.962,50.36,56.12,48.002,29.552,53.582,49.478,68.288,41.918,43.88,36.644,47.3,36.806,50.756,33.91,26.76,33.17,60.38,49.89,75.44,32.69,34.88,32.98,37.57,30.58,32.74,45.28,46.74,48.6,53.69,53.69,46.74
201301100400,35.024,34.466,47.066,36.95,43.646,42.386,46.418,39.74,18.986,48.614,56.552,64.256,36.32,37.256,35.51,51.836,22.64,55.04,22.2,16.46,29.15,61.44,48.56,75.26,36.62,35.4,42.03,41.73,30.99,42.5,40.28,45.59,38.49,54.51,54.14,44.92
201301100500,34.43,34.268,46.472,36.338,41.162,39.956,36.698,37.364,16.952,47.48,57.056,64.112,35.978,36.716,34.538,51.494,21.434,54.878,21.07,18.26,26.81,61.48,48.44,74.53,34.55,35.93,40.43,40.51,31.4,41.72,40.21,44.44,38.57,54.77,54.59,43.09
201301100600,37.202,45.194,47.174,43.916,48.866,47.03,40.604,43.646,16.34,47.624,58.424,63.05,37.472,43.394,39.65,51.386,23.288,54.23,27.08,22.88,32.35,60.68,47.93,75.34,32.63,34.65,38.56,37.6,27.32,34.66,40.96,49.27,49.8,52.18,51,44.4
201301100700,35.474,43.124,46.166,40.586,44.708,43.034,26.366,39.848,13.856,46.058,58.622,63.23,36.518,41.666,37.67,51.008,21.092,54.23,24.75,23.75,27.39,60.99,47.95,74.35,30.52,35.77,37.05,36.94,29.23,34.93,40.61,46.13,53.6,53.39,50.11,41.53
201301100800,37.13,52.196,46.436,45.428,50.72,48.524,25.736,44.672,12.776,45.77,59.702,62.492,37.4,47.138,41.756,50.846,21.92,53.744,29.57,27.42,30.31,60.47,47.57,74.91,28.55,35.09,35.27,34.6,26.65,28.92,41.09,48.96,48.91,51.75,52.61,41.8
201301100900,38.768,51.314,46.706,50.288,48.902,47.858,45.446,43.448,28.148,54.806,49.658,61.736,35.456,48.596,39.2,49.532,39.776,50.576,29.03,31.1,33.22,59.95,40.73,74.89,27.99,31.3,33.49,32.25,24.06,30.36,43.3,51.8,55.18,50.11,50.11,47.23
201301101000,44.06,45.392,45.518,49.172,37.22,36.176,44.528,32.396,27.374,54.806,50.144,62.924,38.498,45.446,31.892,50.666,42.224,50.9,17.78,32.9,35.04,59.95,38.55,74.19,29.08,31.75,32.18,30.87,24.75,40.07,43.3,48.97,53.6,50.11,50.11,47.23
201301101100,38.588,39.452,44.924,40.28,38.768,38.246,36.518,31.73,18.464,48.236,53.69,61.43,38.714,42.296,31.874,51.8,33.944,51.584,17.18,29.55,24.73,61.59,42.61,73.48,24.81,31.31,32.59,33.59,26.21,39.62,43.19,46.13,50.23,52.98,52.98,44.45
201301101200,39.92,41.612,45.068,40.154,38.714,40.622,41.378,31.478,19.382,52.358,52.592,60.836,39.326,45.878,34.268,54.086,40.604,53.834,21.95,32.07,32.44,61.96,45.49,75.76,30,32.55,35.33,34.63,28.08,40.94,44.14,50.49,49.93,51.56,51.56,45.96
201301101300,33.314,32.99,44.366,29.804,40.802,42.602,31.226,30.668,8.834,44.024,56.912,59.198,39.416,40.496,33.458,54.824,29.822,54.248,19.55,27.74,19.12,63.82,49.75,74.06,24.14,31.84,35.35,37.64,29.48,39.89,43.85,45.26,46.04,55.15,55.15,42.47
201301101400,33.512,32.45,44.384,28.22,41.288,44.888,33.944,30.272,8.096,46.346,56.588,58.442,39.884,41.828,35.042,56.732,33.998,56.246,22.53,29.28,23.82,64.4,52.82,75.35,27.75,32.79,37.7,38.96,31.28,40.62,44.63,47.22,45.23,54.44,54.44,43.26
201301101500,33.008,38.174,45.122,34.52,42.998,44.114,37.454,41.108,27.644,50.45,55.67,61.124,41.45,46.886,36.86,52.394,34.862,57.848,32.36,28.92,26.94,65.64,55.49,76.44,31.17,35.94,39.56,40.13,32.05,39.64,42.51,45.55,42.56,54.59,54.59,42.44
201301101600,33.44,35.528,44.906,30.308,43.07,47.408,39.92,36.986,23.558,52.196,55.526,59.216,41.576,46.976,38.372,56.372,40.118,59.972,33.06,31.1,32.18,66,58.7,77.79,34.85,36.17,42.08,41.49,34.19,40.94,44.25,48.72,42.36,53.6,53.6,43.77
201301101700,33.17,39.164,45.41,33.98,44.366,47.642,43.16,44.078,39.722,55.724,54.806,60.746,42.764,50.792,40.118,54.122,42.098,61.718,40.61,31.37,35.82,67.02,61.5,78.95,38.33,38.58,44.1,42.71,35.3,40.53,43.1,48.26,40.31,53.46,53.46,43.49
201301101800,39.812,42.8,48.794,37.652,57.182,60.656,50.27,61.628,42.35,59.234,54.086,64.436,48.614,54.608,48.596,51.854,44.06,61.574,52.93,31.64,46.85,71.98,64.31,80.09,40.25,42.66,46.58,43.93,31.82,40.12,40.4,48.09,51.8,49.08,47.8,41.52
201301101900,33.872,40.478,50.252,37.706,62.312,65.156,46.994,53.6,39.02,59.9,56.174,62.51,46.13,55.22,42.08,55.976,43.484,62.69,49.65,34.15,38.53,68.46,63.82,81.25,43.21,40.78,48.76,43.77,34.11,41.18,38.73,47.53,37.39,47.53,45.82,40.68
201301102000,34.826,38.156,49.442,37.76,55.382,57.83,47.588,56.048,44.636,60.566,58.244,62.744,48.308,55.832,42.314,60.116,42.908,62.744,51.14,36.66,37.59,68.87,63.33,80.1,42.59,40.56,46.78,43.61,31.8,42.25,40.35,47.27,36.53,50.8,49.95,41.39
201301102100,35.6,43.106,51.674,39.938,62.366,63.086,54.266,65.624,47.39,61.25,55.742,63.536,50.972,51.26,42.962,52.898,40.424,62.546,51.29,30.7,42.39,66.06,59.84,78.44,42.94,42.01,48.66,46.42,37.19,41.86,38.73,45.4,40.26,47.53,46.68,40.68
201301102200,36.608,43.196,50.846,39.632,62.402,62.042,53.834,70.43,52.052,61.898,56.3,63.68,53.294,50.144,43.322,58.928,39.2,62.6,52.34,34.62,40.49,67.01,58.35,77.04,42.8,41.51,46.68,47.25,33.6,42.44,40.35,44.6,38.63,50.8,50.8,41.39
201301102300,37.4,42.08,53.078,41.45,53.798,60.728,59.504,68.918,50.774,62.582,55.922,64.382,49.694,46.724,40.568,53.6,41.63,62.384,45.86,30.07,44.33,64.74,57.07,76.41,38.93,42.67,48.56,46.62,37.71,42.44,38.73,45.5,41.59,47.53,47.53,40.68
201301110000,35.6,40.946,51.26,41.45,61.52,57.866,54.14,64.436,42.548,59.684,56.786,64.4,50.18,44.33,38.768,53.6,39.2,61.772,42.53,27.37,43.21,63.28,55.8,76.44,41.97,42.4,47.73,46.56,38.7,42.8,38.73,46.4,41.59,47.53,47.53,40.68
201301110100,38.624,39.632,50.054,40.694,58.01,54.986,52.034,59,39.974,57.596,55.922,63.86,50.666,43.484,36.554,53.6,36.878,60.944,40.37,23.41,42.4,64.89,54.43,75.85,40.59,40.06,44.53,46.09,39.2,43.18,38.73,45.5,41.59,47.53,47.53,40.68
201301110200,38.624,38.318,48.164,38.516,55.994,55.256,51.242,56.642,37.4,55.382,55.724,63.104,44.6,43.124,34.79,53.6,35.816,60.872,39.2,24.66,39.61,63.54,54.01,75.76,38.79,40.06,45.1,45.93,38.46,43.52,38.73,44.6,41.59,47.53,47.53,40.68
201301110300,38.624,37.202,49.532,38.894,54.986,54.464,50.45,54.302,35.942,53.366,55.508,63.392,44.6,41.576,33.098,53.15,33.494,59.648,38.39,25.32,38.64,63.86,52.59,75.61,38.05,40.6,44.96,45.77,38.46,43.88,38.73,45.2,44.6,47.53,47.53,40.68
201301110400,32.918,36.086,47.012,37.544,45.446,48.452,49.226,51.944,30.704,47.624,55.958,56.696,46.328,40.028,31.406,57.668,30.2,59.666,34.1,30.19,33.83,65.38,51.88,75.47,36.7,36.31,44.37,44.69,23.7,44.24,38.73,45.33,41.14,47.53,52.08,40.68
201301110500,36.788,35.24,47.732,36.176,53.15,52.898,48.002,49.478,33.026,49.334,56.408,62.6,44.6,40.064,29.282,52.268,30.614,57.794,36.77,25.34,33.66,64.72,51.17,75.2,36.57,39.61,37.29,44.11,36.66,43.5,38.73,46.4,44.6,47.53,47.53,40.68
201301110600,35.78,35.222,47.21,36.176,55.148,53.06,47.444,48.272,30.722,48.164,56.174,61.682,44.6,40.01,28.076,52.268,28.616,57.524,36.14,26.44,32.14,64.72,50.43,74.89,36.57,38.8,45,43.52,36.66,42.8,38.73,45.5,45.55,47.53,47.53,40.68
201301110700,35.168,35.204,45.878,36.572,45.194,53.204,38.678,49.856,28.364,48.164,55.922,61.7,44.6,40.64,26.33,52.268,40.37,56.948,38.37,27.25,32.65,64.72,49.5,74.91,33.3,38.26,37.16,43.21,37.15,41.72,40.46,44.6,48.2,53.1,53.1,47.37
201301110800,36.788,35.204,47.912,36.932,54.626,53.51,46.292,47.084,27.626,48.182,55.922,61.718,44.6,42.422,26.456,52.268,28.616,57.596,41.76,27.48,31.84,64.99,48.56,74.28,33.1,36.79,44.11,42.89,36.88,41.7,40.46,47.9,50.31,53.1,53.1,47.37
201301110900,33.8,35.204,47.192,36.446,54.626,53.942,45.986,44.672,28.148,47.588,56.408,61.16,44.6,42.764,26.456,52.268,28.616,57.848,40.73,27.88,31.55,64.24,47.91,73.4,32.05,36.46,42.67,42.12,36.39,41,40.46,46.4,52.41,53.1,53.1,47.37
201301111000,35.6,35.6,46.472,36.446,54.518,45.716,48.29,45.896,25.826,47.03,56.93,60.512,42.8,44.582,24.53,53.6,28.616,57.524,36.03,28.81,29.77,63.32,46.06,72.81,32.05,35.92,41.22,40.71,36.14,40.28,40.46,49.42,55.4,53.1,53.1,47.37
201301111100,35.024,35.816,47.84,35.69,54.392,54.194,50.252,47.336,21.974,46.112,56.642,59.954,42.8,43.736,26.744,53.6,29.876,58.1,36.57,30.16,29.95,61.12,46.06,73.08,30.25,36,39.94,39.99,35.85,38.86,40.46,51.22,52.86,53.1,53.1,47.37
201301111200,35.312,36.032,46.184,35.69,53.348,54.068,50.54,43.664,24.026,44.582,56.336,59.936,42.8,43.412,26.078,53.6,32.018,58.37,33.6,30.87,28.56,60.82,48.09,74.59,29.62,36,40.23,40.05,35.11,38.86,40.46,49.42,56.98,53.1,53.1,47.37
201301111300,33.8,36.284,45.68,35.132,40.046,53.942,50.99,43.088,22.748,44.204,55.058,57.542,39.2,43.07,28.562,54.068,32.756,58.928,32.09,30.87,27.73,61.18,48.45,77.95,27.28,36,39.63,42.8,34.83,40.3,40.75,50,55.4,50.76,50.76,42.96
201301111400,35.294,36.518,46.166,35.528,53.348,52.988,50.432,43.142,22.748,48.182,55.256,55.148,39.2,43.7,34.232,55.868,34.538,59.882,35.6,31.35,28.17,63.46,53.65,79.18,30.67,36.46,42.8,43.97,34.84,42.1,40.75,48.2,51.83,50.76,50.76,42.96
201301111500,33.512,36.284,46.4,35.528,50.918,52.916,50.414,45.806,24.8,50.702,55.436,57.83,40.1,43.556,38.66,57.668,35.816,60.764,40.51,32.41,32.72,65.37,59.04,79.74,33.17,38.26,44.6,44.6,35.35,45.66,40.75,47.62,56.98,50.76,50.76,42.96
201301111600,33.8,36.032,45.176,35.132,52.16,54.248,51.278,48.812,29.426,53.204,57.2,60.206,41,43.412,39.614,59.468,37.4,61.628,36.36,35.11,36.21,71.74,61.18,80.01,34.97,40.06,45.97,45.3,35.62,46.1,40.75,46.4,56.98,50.76,50.76,42.96
201301111700,32,32.288,48.992,34.988,53.51,54.248,51.386,46.76,30.83,57.488,59.846,62.294,48.038,50.738,41.684,62.96,38.66,62.582,38.68,36.88,38.82,73.83,63.7,80.25,36.01,40.6,46.83,44.13,36.14,46.54,40.75,42.88,55.4,50.76,50.76,42.96
201301111800,33.8,36.95,50.054,35.438,54.842,54.986,52.538,56.048,38.174,60.62,56.876,64.382,42.206,44.366,43.754,61.862,39.2,63.356,41,37.81,39.79,75.92,68.02,79.39,36.71,40.96,47.99,47.52,36.46,47.44,39.69,46.4,53.6,50.08,50.08,41.95
201301111900,35.6,37.4,51.08,35.888,55.706,55.004,53.69,56.876,39.452,63.734,56.714,66.452,42.8,44.852,44.744,63.068,39.47,64.112,40.55,38.73,40.77,75.27,67.65,79.37,37.4,41.32,49.15,48.27,36.79,47.14,38.62,46.4,53.6,49.41,49.41,40.95
201301112000,37.346,37.832,51.476,36.824,56.588,55.184,54.23,58.208,43.052,64.328,55.436,68,44.6,47.498,43.754,64.4,39.74,65.372,38.44,38.73,40.05,73.87,67.28,78.24,38.16,41.47,49.15,46.8,36.5,45.03,38.62,46.4,53.6,49.41,49.41,40.95
201301112100,37.508,38.516,51.872,37.202,56.498,55.364,50.954,57.038,42.152,64.904,54.788,68.774,44.6,48.146,42.458,63.734,39.2,66.02,38.82,38.37,38.53,71.02,65.44,76.72,37.74,39.99,48.72,44.61,35.6,43.13,38.62,46.4,51.8,49.41,49.41,40.95
201301112200,37.094,39.2,52.772,37.202,56.408,55.526,48.524,55.85,41.252,62.546,54.122,67.838,46.4,54.518,41.144,63.068,39.2,66.002,39.2,40.1,43.24,68.16,62.86,75.2,37.36,38.36,42.37,42.42,34.96,39.92,38.62,46.4,36.68,52.27,52.27,38.82
201301112300,36.68,39.2,53.672,37.202,54.302,53.978,42.926,56.282,39.974,60.188,54.122,66.884,46.4,49.424,38.804,62.6,39.2,65.984,37.4,37.65,36.73,66.64,61.75,74.01,36.99,36.73,40.8,40.77,34.32,39.33,38.62,46.4,40.32,49.41,49.41,40.95
201301120000,32,39.2,51.242,37.31,52.556,52.448,46.166,53.924,39.452,57.74,52.322,61.952,46.4,49.622,38.354,63.068,39.2,63.41,35.6,35.19,36.73,65.12,61.2,74.32,36.99,36.27,39.25,40.46,33.31,36.91,38.62,46.4,40.32,49.41,49.41,40.95
201301120100,30.2,37.4,48.452,37.202,50.72,51.926,44.69,51.782,37.148,55.274,51.35,56.93,46.4,49.802,43.25,64.4,39.938,62.348,34.07,33.62,37.02,64.51,58.71,74.61,38.16,36.81,39.92,38.14,31.05,35.15,38.62,48.2,40.32,49.41,49.41,40.95
201301120200,30.2,36.968,47.138,37.31,48.038,51.692,44.06,52.52,37.4,48.92,56.03,61.178,44.852,51.404,38.354,64.4,41.738,62.6,33.04,33.4,37.42,64.49,58.71,74.91,37.78,36.81,38.64,37.24,30.56,37.19,38.62,48.2,40.32,49.41,49.41,40.95
201301120300,31.712,36.77,46.148,36.806,47.552,52.178,43.43,52.232,36.626,46.832,51.044,55.976,48.2,52.538,38.75,64.4,42.8,61.988,34.84,33.4,37.42,63.55,57.6,74.91,37.4,36.81,38.7,36.3,29.48,34.48,38.62,48.2,40.32,49.41,49.41,40.95
201301120400,30.2,36.572,45.626,35.384,47.93,51.944,42.062,51.818,35.852,43.934,50.144,55.076,50,54.176,39.614,64.4,43.862,61.826,38.45,33.62,37.02,62.6,56.89,74.91,39.96,37.81,39,35.37,28.26,31.87,38.62,48.2,40.32,49.41,49.41,40.95
201301120500,29.912,35.168,45.086,34.52,47.696,51.692,41.054,50.018,22.028,43.934,51.044,53.312,51.8,56.93,42.35,64.868,44.6,61.754,42.06,33.85,37.81,61.68,53.24,74.28,39.96,37.81,37.29,38.98,26.44,30.69,38.62,48.78,28.4,49.41,49.41,40.95
201301120600,29.894,34.286,44.978,33.8,47.156,50.828,40.028,48.2,38.174,43.934,50.522,52.232,51.8,54.716,43.556,66.2,45.14,61.664,42.17,34.74,37.53,61.69,52.18,73.06,39.96,37.81,36.27,34.92,25.83,26.94,38.62,50,46.18,49.41,49.41,40.95
201301120700,29.588,33.44,44.096,31.838,45.914,49.73,39.29,45.86,39.452,43.898,50.558,53.024,51.8,54.104,44.456,65.534,46.94,61.664,42.8,34.74,37.42,61.7,52.52,73.38,40.71,38.73,35.29,33.51,23.85,26.13,47.01,50.58,46.4,52.74,52.74,49.46
201301120800,27.536,33.44,45.374,31.784,46.112,49.046,37.49,45.23,39.974,44.978,49.73,52.106,51.8,53.294,45.356,64.868,48.002,61.988,39.49,34.74,37.44,62.06,51.85,73.11,41.34,38.73,36.7,32.79,23.81,27.91,47.01,52.38,49.92,52.74,52.74,49.46
201301120900,27.824,33.35,44.42,31.622,45.914,47.282,35.42,43.43,37.922,44.528,50.144,50.918,51.8,52.952,46.13,63.968,49.802,61.988,37.6,34.74,37.44,59.58,51.85,73.36,40.71,38.73,35.74,33.66,24.12,24.69,47.01,52.38,53.44,52.74,52.74,49.46
201301121000,27.536,32.576,44.348,31.244,45.554,48.182,34.844,41.99,35.852,44.06,49.136,49.982,51.8,52.178,50.972,63.068,51.278,62.816,37.4,34.74,37.78,60.46,51.08,72.79,42.1,38.26,33.1,34.52,23.11,24.76,47.01,54.75,48.2,52.74,52.74,49.46
201301121100,27.788,32.522,43.232,31.118,44.726,44.924,36.302,41.81,38.174,42.908,49.136,49.226,51.8,51.404,48.848,62.6,50.54,63.14,32.83,34.97,38.1,61.18,50.76,73.08,42.1,37.81,33.6,34.5,23.58,25.86,47.01,55.98,54.5,52.74,52.74,49.46
201301121200,27.086,32.666,43.214,30.578,44.15,41.648,36.302,38.462,36.878,43.538,50.9,49.1,51.8,51.404,53.168,61.934,51.8,63.176,32.54,34.97,38.41,58.93,50.43,74.01,41.76,37.81,34.57,35.22,23.88,26.58,47.01,57.78,60.8,52.74,52.74,49.46
