Username,Timestamp,Events,Time Spent,Time Helped,TA who helped,Time Helped,Time Waited,Notes
283,20171101,HW/Project,30,I am having trouble appending to a 2D list;,horseradish,11/1/17 15:23,15:23:50,I suggested an alternative to appending;
271,20171101,HW/Project,15,my rows and cols are getting switched and I do not know why,horseradish,11/1/17 15:28,15:28:10,Needed a nested for loop;
283,20171101,HW/Project,5,I can  t get python to give me correct syntax; ,horseradish,11/1/17 15:37,15:37:34,Emacs not indenting as expected;  Problem was missing paren;
500,20171101,HW/Project,90,How to ensure that I am passing a deep copy of a list ,horseradish,11/1/17 15:44,15:44:29,nevermind 
193,20171101,Lab9,60,debug,yam,11/1/17 16:04,16:04:37,Questions about debug lab
549,20171101,PROJ2,30,project2 design sanity check,yam,11/1/17 16:10,16:10:00,When to put something in a function
193,20171101,Lab9,5,debug,olive,11/1/17 16:12,16:12:59,helped fix lab 9
549,20171101,PROJ2,15,project2 design board making and implimenting the A,yam,11/1/17 16:28,16:28:42,Didn  t know how to access or change a variable in a 2d list
549,20171101,PROJ2,15,project2 running a test and failing to see syntax error,yam,11/1/17 16:53,16:53:23,Thought print(whatever) made a tuple instead of calling print
549,20171101,PROJ2,15,project2 running empty board test and not working,yam,11/1/17 16:59,16:59:41,Spelled funciton wrong :/
517,20171102,Concept,30,I don�t understand how to make deep copies instead of shallow copies,iceberg lettuce,11/2/17 9:49,9:49:25,Deep copy vs S copy
555,20171102,HW/Project,15,Help getting validation for string and integer,iceberg lettuce,11/2/17 9:52,9:52:06,Needed help with a sentinal loop / was casting input to int always
112,20171102,HW/Project,30,design; if there are any errors super obvious in it;,iceberg lettuce,11/2/17 9:58,9:58:29,Needed help understanding the project more; had a short design doc
327,20171102,HW/Project,60,How can I check the neighbors of a 2D list without wrapping around to the other side?,iceberg lettuce,11/2/17 10:31,10:31:48,Wanted to understand how to implement the check neighbors
283,20171102,HW/Project,30,I am trying to improve the efficiency of the method I will use to check alive or dead cells; ,iceberg lettuce,11/2/17 10:36,10:36:53,Needed to make sure she had covered all logic for the neighbor check
555,20171102,HW/Project,15,Stuck in infinite loop for getting valid input,iceberg lettuce,11/2/17 10:42,10:42:22,Had parameters in the wrong order
285,20171102,HW/Project,60,My program changes the value all the rows at a specific index instead of a specific row and specific column,daikon,11/2/17 11:09,11:09:11,deep copy needed
327,20171102,HW/Project,30,"When do I need to use deep copies? I know of at least one instance; but I was wondering if I needed to use them anywhere else;
Also; do I have too many functions? I feel like I don   need them; but I can  t think of effective ways to reduce the number;",daikon,11/2/17 11:16,11:16:27,rubber duck-ish?
510,20171102,HW/Project,15,I need to start the project design and don  t know how to start;,daikon,11/2/17 11:24,11:24:02,problem getting started
218,20171102,HW/Project,60,Not sure how to cast string to integer to quit,daikon,11/2/17 11:30,11:30:06,problem with casting order?
549,20171102,PROJ2,30,project2;txt working on my function that creates the board with alive cells,daikon,11/2/17 11:39,11:39:01,nevermind 
429,20171102,HW/Project,15,My count neighbors function isn  t working and I don  t know why,daikon,11/2/17 11:39,11:39:07,question about edge checking
350,20171102,PROJ2,90,"Questions about function in project 2; game of life"" and problems with strings;""",daikon,11/2/17 11:43,11:43:02,questions about functions
285,20171102,HW/Project,60,My program changes the value of all rows and a certain column instead of a certain column and certain row,daikon,11/2/17 11:46,11:46:14,deep copy problems 2d list
494,20171102,HW/Project,60,Output of for loop function not as expected,daikon,11/2/17 11:52,11:52:41,quick rubber duck
115,20171102,Concept,5,(1) Why would anyone use a   for   loop? (2) what are the differences between shallow and deep copy? (3) Why do I hate loading/unloading the dishwasher?,daikon,11/2/17 11:55,11:55:08,conceptual questions
478,20171102,HW/Project,60,My board rows and column,coconut,11/2/17 12:00,12:00:18,deep copy of 2d list
549,20171102,PROJ2,15,project2;txt working on my function that creates the board with alive cells,coconut,11/2/17 12:11,12:11:31,phishing; very nice about it though
218,20171102,HW/Project,60,Syntax errors with quitting the program ,coconut,11/2/17 12:17,12:17:37,was trying to cast   q   to an int
543,20171102,HW/Project,30,I don  t understand the details of the game;;; like the condition for a cell to be alive or dead,coconut,11/2/17 12:38,12:38:24,wanted ideas for extra functions
376,20171102,HW/Project,5,I have a question regarding why an if-statement in my code seems to be being ignored; ,coconut,11/2/17 12:42,12:42:39,very confusuer list mutability errir
285,20171102,HW/Project,90,I end up creating a bigger list than the list i want to create a deep copy of,coconut,11/2/17 12:56,12:56:16,wasn  t resetting list row
292,20171102,HW/Project,30,Just want to tak=lk to see if my ideas are on the right track,coconut,11/2/17 13:00,13:00:36,rubber ducking
292,20171102,HW/Project,30,I  m looking at my get valid function but I don  t know if it would be better for me to make two separate one for column and one for rows;,vanilla,11/2/17 14:04,14:04:01,wanted to clarify a design option
130,20171102,Lab9,60,Lab09; i need help figuring out how to print the average of the numbers in the list;,squash,11/2/17 14:04,14:04:33,He was adding index instead of the contents inside the list
292,20171102,Lab9,30,Just want to check to make sure my lab is working before zucchini gets here,squash,11/2/17 14:24,14:24:11,Lab looked fine
171,20171102,HW/Project,90,my getValidInput function is not printing out right,vanilla,11/2/17 14:36,14:36:53,had a question about the feasibility of her design
287,20171102,HW/Project,5,Could you please explain me what is happening during the iteration?,zucchini,11/2/17 15:05,15:05:48,talking through the rules
409,20171102,HW/Project,30,I am trying to deep copy my board; but it seems like the program is still shallow copying the board;,zucchini,11/2/17 15:09,15:09:45,issue with new board update
283,20171102,HW/Project,60,I  m having trouble finding the error in my nextIteration function; The loop I am using to decide whether or not a cell is alive or not is not reading the passed in 2D list correctly; ,zucchini,11/2/17 15:21,15:21:49,while loop wasn  t iterating up -- still has issues 
292,20171102,Lab9,5,Just getting my lab checked by zucchini,zucchini,11/2/17 15:54,15:54:51,checking lab
362,20171102,HW/Project,15,concept related to project;,fiddlehead,11/2/17 15:40,15:40:10,fishing
428,20171102,HW/Project,90,I don  t understand project#2; the point of the game/ how the game works,fiddlehead,11/2/17 15:47,15:47:48,just wanted the game explained to her
171,20171102,HW/Project,90,problem with casting to an integer ,fiddlehead,11/2/17 15:52,15:52:03,tried to help with input validation
543,20171102,HW/Project,15,I do not understand certain parts of the project description,jicama,11/2/17 16:00,16:00:59,Wanted to check if he was doing his project correctly
529,20171102,HW/Project,60,;join is not working as I think it should;,jicama,11/2/17 16:08,16:08:20,Helped with joining a row in a 2d list
283,20171102,HW/Project,90,I  m having trouble finding the error in my nextIteration function and the function it calls; ,fiddlehead,11/2/17 16:19,16:19:14,im a loss for her problem; her list was getting overwritten; would have taken a lot more time to figure it out
355,20171102,HW/Project,60,def main question,jicama,11/2/17 16:39,16:39:40,not here
478,20171102,HW/Project,30,def main structure,jicama,11/2/17 16:41,16:41:10,Helped with differentiating what blocks of code should be seperate functions
283,20171102,HW/Project,90,I  m having trouble checking if cells are dead or alive; ,jicama,11/2/17 16:51,16:51:39,Helped with checking the board for alive cells
355,20171102,HW/Project,60,def main,jicama,11/2/17 17:13,17:13:25,Asked about some logistics of the project
529,20171102,HW/Project,30,I have a question about a deep and shallow copy of a list;,jicama,11/2/17 17:20,17:20:16,Explained difference between shallow and deep copy
130,20171102,PROJ2,90,Proj2; how do i modify my getvalid input to make it accept an infinite amount of maximum values for the part that  s unbounded?,jicama,11/2/17 17:22,17:22:31,Helped with getValidInput logistics
283,20171102,HW/Project,90,I  m having trouble checking if cells are dead or alive;,jicama,11/2/17 17:31,17:31:25,Helped with debugging
292,20171102,HW/Project,30,I think I may be using the return function incorrectly,kale,11/2/17 17:36,17:36:51,making the gameboard
529,20171102,HW/Project,15,A deep copy of a list is changing when I edit the new list;,jicama,11/2/17 17:44,17:44:31,Helped with understanding difference of deep copying 1D vs 2D
265,20171102,HW/Project,30,I do not get the concept of Conway  s Game of life,kale,11/2/17 17:45,17:45:33,Game explained
130,20171102,PROJ2,90,Proj2; how do i handle different types for asking userInput to quit and values?; like i have int(input()) but the quit is a string;,jicama,11/2/17 17:48,17:48:55,Helped with understanding userInput
130,20171102,PROJ2,90,Proj2; How do i print the starting board without asking for a symbol from the user; and get proper placement of the cells; for now i have an empty board,yam,11/2/17 18:32,18:32:07,Was trying to change vals of board inside printBoard
194,20171103,HW/Project,90,How does my program look? HELP ME berry,berry,11/3/17 10:05,10:05:08,His commenting  was good
361,20171103,Concept,60,iterating through 2D list checking cells in proj2,mango,11/3/17 10:05,10:05:44,Understanding the iteration and how to handle the edge cases
555,20171103,HW/Project,15,Question about sample output,mango,11/3/17 10:22,10:22:33,quick question about sample output why the validation is the way it is
361,20171103,Concept,30,indexing through 2D list,berry,11/3/17 10:32,10:32:19,Had her think about how to keep track of cells around a dead cell
555,20171103,HW/Project,15,User input not being sent to function for validation,mango,11/3/17 10:35,10:35:58,Input validation
456,20171103,HW/Project,60,The program creates more columns than necessary for my board;,berry,11/3/17 10:40,10:40:02,He was debugging and thought that it was creating a bigger board than it was
358,20171103,Lab9,5,Coming back for Lab regrade,pepper,11/3/17 11:01,11:01:02,Needed point back on lab
350,20171103,HW/Project,60,I have a infinite loop and I dont know how to solve it;,zucchini,11/3/17 11:45,11:45:33,Inifinte Loop 
322,20171103,Lab9,15,I need some clarification about for loops;,pepper,11/3/17 11:47,11:47:52,Question about range with for loops
449,20171103,Lab9,60,My program doesn  t work,pepper,11/3/17 11:49,11:49:11,Needed help and wanted point back on lab
517,20171103,HW/Project,60,trying to write input validation (looking for an integer; but with a character as a sentinal),nectarine,11/3/17 13:01,13:01:53,told to check if char before checking the range
271,20171103,PROJ2,60,I am unable to logically put together how to form my cellChoice function for when the user needs to select certain cells to make a live at the beginning of the game of life in project 2,zucchini,11/3/17 13:03,13:03:45,Some confusion with nested while loops 
327,20171103,HW/Project,5,I have a few basic questions about the format of my project design;,nectarine,11/3/17 13:07,13:07:02,worried that his code wasn  t perfect; told to comment
508,20171103,PROJ2,60,I would like to know if the function headers in my Project 2 design for CMSC201 are detailed enough; I also have a question about how the user is quitting when entering the row index;,zucchini ,11/3/17 13:33,13:33:18,quick check for function headers
271,20171103,PROJ2,30,having trouble appending to board in cellChoice() in project 2,nectarine,11/3/17 13:33,13:33:52,using append to update string
517,20171103,HW/Project,90,input validation is slowly killing me; now having trouble with loops within loops within loops; all trying to check for valid input,zucchini,11/3/17 13:35,13:35:36,validation function; with nested loops
271,20171103,PROJ2,30,need help with choosing cells to make a live in project 2; Mine is not following the sample output due to the way the function flows,zucchini,11/3/17 13:51,13:51:33,cellChoice function in turning on cells - has really organized code :D :D :D
547,20171103,HW/Project,90,I don  t know how to effectively apply conditions to Conways game of Life and because of that I do not know how to return a new board for each iteration;,nectarine,11/3/17 13:58,13:58:01,explained how to make if statments for the corners
265,20171103,HW/Project,30,Don  t understand how to make function check neigbors,olive,11/3/17 14:11,14:11:50,asked about idea for function
171,20171103,HW/Project,90,my program is not exiting the while loop after the quit SENTINEL is inputted by the user ,olive,11/3/17 14:13,14:13:49,help with input validation
355,20171103,HW/Project,15,project question,olive,11/3/17 14:18,14:18:57,talked about some design choices
124,20171103,HW/Project,15,How do i combine the killing of cells function and the birth of cells function?,olive,11/3/17 14:29,14:29:31,design stuff
547,20171103,HW/Project,15,I don  t know how to iterate through each case for the board; I do not know how to check the surrounding cells; ,olive,11/3/17 14:35,14:35:21,help with iteration
271,20171103,HW/Project,5,quick question about shallow and deep copies in printBoard(),olive,11/3/17 14:54,14:54:27,talked about deep copies
265,20171103,HW/Project,15,comment check,olive,11/3/17 15:00,15:00:28,checked design document
477,20171103,HW/Project,15,I can  t convert the board into a string,berry,11/3/17 15:14,15:14:03,needed to print a statement 
547,20171103,HW/Project,15,My function is giving out the wrong output; I  m stuck ,berry,11/3/17 15:30,15:30:16,whoops; no note
463,20171103,PROJ2,15,I believe my main pseudo code for CS201 proj2 is mostly done; or maybe all the way done; but I  d like it to be checked;,quince ,11/3/17 16:01,16:01:19,checked on the design and then talked about computational physics too long sorry!
222,20171103,PROJ2,30,For project 2; when I input more than 1 set of coordinates; the board prints more than once; ,mango,11/3/17 16:07,16:07:15,printing twice calling the function twice
124,20171103,PROJ2,15,How do i create a deep copy of the board in project 2,mango,11/3/17 16:12,16:12:24,deep copy questions why do we need to deep copy
320,20171103,HW/Project,15,How do I handle cells on the sides,quince ,11/3/17 16:16,16:16:32,design answers & conventions 
124,20171103,HW/Project,15,After using a function that creates a deep copy of a 2D list; does the deep copy need to be called a different name?,mango,11/3/17 16:31,16:31:56,Deep copy questions  
547,20171103,HW/Project,90,Completely stuck on the iteration function; ,mango,11/3/17 16:55,16:55:53,Iteration why need a deep copy
112,20171106,HW/Project,30,while loop infinite input asking for the rows and column to add,watermelon,11/6/17 10:05,10:05:45,helped find redundancy in while loop (too many variables)
257,20171106,HW/Project,60,"Trying to initialize the starting board of just the dead (;"") board values""",watermelon,11/6/17 10:15,10:15:37,helped understand iterating 2d list to print
555,20171106,HW/Project,30,Help getting valid input for string and integer,watermelon,11/6/17 10:32,10:32:45,reminded of sample input to help with issues asking for live cells
112,20171106,HW/Project,60,whether my idea of padding on the board is valid; also my count,watermelon,11/6/17 10:26,10:26:48,recommended more print statements
536,20171106,HW/Project,30,Using Sentinel and not getting a int to string error,watermelon,11/6/17 10:36,10:36:42,suggested not using a constant for an arbitrary number of max rows/cols
257,20171106,HW/Project,15,The starting board is printing generally correctly except that it is not all converted into a string yet,watermelon,11/6/17 10:40,10:40:40,suggestions on printing 2D list with the string building they were using
517,20171106,HW/Project,60,"my program is giving out of range"" errors on inputs that should be acceptable""",watermelon,11/6/17 10:54,10:54:17,helped check bounds on if statement
114,20171106,HW/Project,30,I am having trouble getting a valid input for the row where the user wants a cell to be alive; It keeps asking for input even when the user gives a valid response; ,watermelon,11/6/17 10:58,10:58:36,helped read an error msg to identifiy problem; walked through faulty boolean logic
536,20171106,HW/Project,15,changing variables in 2D list,berry,11/6/17 11:03,11:03:42,showed him the syntax for updating a 2d list 
397,20171106,HW/Project,15,How do you make a deep copy of a 2D list?,berry,11/6/17 11:22,11:22:08,Helped her with creating a new board and looking at oldbaord
340,20171106,HW/Project,30,I  m having trouble with making a while loop for input validation that contains a sentinel ,berry,11/6/17 11:26,11:26:29,looked at his scope of his revalidation input
517,20171106,HW/Project,30,My program appears to not create a new board; but when I test out different variables; the board goes wild,berry,11/6/17 11:31,11:31:15,Told her to debug;i think its the logic behind calculating num neighbors
171,20171106,HW/Project,90,error saying my SENTINEL is not defined ,berry,11/6/17 11:35,11:35:49,her code was not getting valid input; so i said to use num rows anc coloms variables as p[ossible inputs to getvalid input funciton
503,20171106,HW/Project,90,"sentinel value about q"" ;  """,berry,11/6/17 11:44,11:44:33,yes; he can retuen a string from get valid input; but be careful in main;;;
130,20171106,PROJ2,90,Proj2; how do i save what I append to my gameBoard; it  s only printing it correctly on the first part but at the next part it prints out a list instead;,berry,11/6/17 13:04,13:04:17,printed board in main and wanted to do it again for each iteration; Ans: either have a function that prints the board or write the same code over and over again in main (unideal)
218,20171106,HW/Project,90,need help when quitting an input to cast that to a string rather than an integer;,berry,11/6/17 13:07,13:07:49,not commented - came back later not checking for quit condition correctly
503,20171106,PROJ2,90,"Question1: Could you please help me check the final format of the project2? 
Question2: About the getValidInput() function",berry,11/6/17 13:11,13:11:37,wanted me to check their project for coding standards
257,20171106,HW/Project,30,i am trying to make certain that the live cells are not repeated in the 2D list and trying to use the remove() function and there is an error,berry,11/6/17 13:16,13:16:01,what to do with repeats
218,20171106,HW/Project,90,Get an invalid literal input for base 10 when entering QUIT ,,,,requested again
257,20171106,HW/Project,30,Trying to overwrite the dead cells with the user inputted live cells and having problems with appending the list,berry,11/6/17 13:54,13:54:06,using the wrong indexing for a 2D list
130,20171106,PROJ2,90,Proj2; I was able to get it to print the starting empty board when user enters no live cells; my question is how do i put the value of the row and col of live cells and iterations if user choses too?,coconut,11/6/17 14:08,14:08:08,made board AFTER asking for cells to turn on
218,20171106,HW/Project,60,I cant seem to find a way when trying to quit an input to not go over the next one,coconut,11/6/17 14:15,14:15:18,not sure; managed to solve it himself when i got there
586,20171106,PROJ2,60,I have trouble understanding what to do for the last part of the project 2(iterations),coconut,11/6/17 14:29,14:29:42,was confused about time-steps
503,20171106,HW/Project,90,Could you please give me some more strange value to check the project? Thank you very much,coconut,11/6/17 14:39,14:39:16,uhhh finished; wanted me to give him a better answer; gave him hint
171,20171106,HW/Project,90,Having difficulty writing my createBoard function to make the originial board ,coconut,11/6/17 14:52,14:52:18,was confused about printing board? told her to look at box hw
503,20171106,PROJ2,90,Already completed project2; And still want to find a better method to figure out the second project,mango,11/6/17 15:08,15:08:49,question about improving method
547,20171106,HW/Project,60,My iteration function is printing out the wrong output and I cannot figure out why; I am stuck; ,mango,11/6/17 15:52,15:52:30,deep copy; couldn  t find it notes
257,20171106,HW/Project,30,I am trying to make the necessary live cells replace the dead cells from the board and there are a few errors with it,daikon,11/6/17 15:57,15:57:10,not resetting while loops
503,20171106,HW/Project,90,recursion debugging in the future  lecture ,daikon,11/6/17 16:19,16:19:25,sanity check?
547,20171106,HW/Project,90,I can  t debug my iteration function and it  s giving me very wrong output; I  m stuck;,daikon,11/6/17 16:21,16:21:02,checking rules
257,20171106,HW/Project,30,Not so much a question about the code; but more the rules of the game before I get started on the code; I am just unclear on how some of the sample outputs come to be,daikon,11/6/17 16:36,16:36:22,explaining cod
218,20171106,HW/Project,90,How can I solve the invalid literal problem when entering a string into an integer ,daikon,11/6/17 16:39,16:39:49,ordering of if statement
503,20171106,HW/Project,90,about the future recursive homework part1 ,daikon,11/6/17 16:48,16:48:12,looking at previous homeworks
218,20171106,HW/Project,60,How can i get my program to not quit a while condition;,radish,11/6/17 17:03,17:03:37,Needed help with input validation
112,20171106,HW/Project,90,difficulty organizing the check for neighbor funcctions (right; left; corner cells; etc),radish,11/6/17 17:12,17:12:20,controlling loops
218,20171106,HW/Project,60,Need Help with integrating getvalidinput function to my begin prompt function;,radish,11/6/17 17:26,17:26:08,Input validation
112,20171106,HW/Project,90,indexing through the list and changing the board,radish,11/6/17 17:33,17:33:44,Board checking
292,20171106,HW/Project,60,I can;t seem to get the program to follow along my nested if statements,radish,11/6/17 17:47,17:47:23,Input validation
218,20171106,HW/Project,60,Question about quitting out of program,radish,11/6/17 17:58,17:58:51,Input validation
292,20171107,HW/Project,60,I need help understanding how to get my while loop to only update my varibale once,iceberg lettuce,11/7/17 10:30,10:30:09,Didn  t usderstand question; it seemed ot work?
257,20171107,HW/Project,30,Not sure how to loop through the current board to get the correct neighbors of the live and dead cells,iceberg lettuce,11/7/17 10:37,10:37:31,Understanding 2d lists
292,20171107,HW/Project,30,Does it watermeloner where I return my value?,iceberg lettuce,11/7/17 10:54,10:54:41,Needed help with return
456,20171107,HW/Project,90,The input validation with quit isn  t working properly,iceberg lettuce,11/7/17 11:00,11:00:25,Casting   q   to int
257,20171107,HW/Project,30,I just want to make certain that I am on the right track when it comes to the checking the iterations,eggplant,11/7/17 11:13,11:13:16,Wanted to confirm that her train of thought is in the right direction
173,20171107,HW/Project,60,I am having difficulty hard copying my gameboard in python; ,eggplant,11/7/17 11:15,11:15:55,He was doing shallow copies of lists
456,20171107,HW/Project,15,I just want to double check if my comments are appropriate,eggplant,11/7/17 11:31,11:31:59,Wanted to confirm his comments were appropriate and in the good places
478,20171107,HW/Project,30,Changing board content,eggplant,11/7/17 11:33,11:33:49,He was not accounting for the edges in his while loops and getting out of range error
549,20171107,HW/Project,15,building my grid translating lecture note into pratical application,eggplant,11/7/17 11:37,11:37:30,Needed a little guidance through changing makeSquareGrid to be able to use in this project
319,20171107,HW/Project,30,Issue in creating the starting game board,eggplant,11/7/17 11:47,11:47:39,His program had mixed up rows and columns
376,20171107,HW/Project,15,I am having a lot of trouble understanding how to implement the rules; ,eggplant,11/7/17 12:05,12:05:47,He wanted to confirm his idea was the right direction
549,20171107,HW/Project,15,building the first grid,eggplant,11/7/17 12:09,12:09:22,He was trying to append to a integer (which doesn  t work)
478,20171107,HW/Project,30,iteration,eggplant,11/7/17 12:12,12:12:56,He wanted to confirm that he was writing what we previously discussed properly
426,20171107,HW/Project,30,In my code I  combine a 2d list into one list; then splitting that list; Am I overcomplicating it?,eggplant,11/7/17 12:16,12:16:07,He was overcomplicating it; He wanted to convert the 2D list to a 1D list for nextIteration
292,20171107,HW/Project,30,How do  I get the function to append the same character in the spot they gave me?,eggplant,11/7/17 12:17,12:17:56,He was overcomplicating the whole row and column input function and he needed guidance for how to change a specific cell to alive
171,20171107,HW/Project,90,my createBoard function is not working properly and I don  t know how to approach my printBoard function ,eggplant,11/7/17 12:27,12:27:44,Needed help visualizing how the printBoard function will work
376,20171107,HW/Project,5,"I had a question regarding the borders"" of the grid; """,eggplant,11/7/17 12:36,12:36:05,He did not account for the borders of the grid in this program; He is gonna play with the idea a little more
114,20171107,HW/Project,60,I need help knowing how to go about with the next iteration function; How do I create the next board based on the conditions of the first board?  I have a few different ideas I just want to make sure I  m going the right direction; ,eggplant,11/7/17 12:41,12:41:54,She wanted to bounce ideas about the nextIteration function
319,20171107,HW/Project,30,understand how to get next iteration,eggplant,11/7/17 12:48,12:48:00,student left
171,20171107,HW/Project,90,my board is not defined,eggplant,11/7/17 12:48,12:48:46,I stopped by after the last time I helped her to check on her and she asked me about this
117,20171107,HW/Project,60,Objective of project ,eggplant,11/7/17 12:49,12:49:44,She had the right idea but she wanted to clarify what counted as a neighbor
350,20171107,HW/Project,90,I have a non-type error; print function doesn  t work properly; and need help on looping;,eggplant,11/7/17 12:54,12:54:19,He was printing out a function that didn  t return anything
549,20171107,PROJ2,30,proj2;py getvalid input issues not define,eggplant,11/7/17 13:00,13:00:13,He was overcomplicating the whole row and column input function
219,20171107,PROJ2,90,my project 2 file is reporting a missing indentation error but none of the indentations are wrong,squash,11/7/17 13:01,13:01:34,His for loop was empty
292,20171107,HW/Project,30,I don  t know what this means: ValueError: invalid literal for int() with base 10:   q  ;  This only happened after I tried to change my gameBoard index,squash,11/7/17 13:02,13:02:57,Did not update variables after exiting while loops
429,20171107,HW/Project,60,count neighbor function isn  t working,squash,11/7/17 13:15,13:15:07,Suggested how to solve the count neighbor function
319,20171107,HW/Project,30,comprehending the game,squash,11/7/17 13:27,13:27:05,Fishing; expected me to watch him code and tell him what he should do next
362,20171107,HW/Project,5,is it possible to all the project from emacs compiler?  ,squash,11/7/17 13:36,13:36:50,Taught him how to use cp
319,20171107,HW/Project,30,help with the my nextIteration fn; checking the neighbors,squash,11/7/17 13:43,13:43:45,Attempted to guide him
429,20171107,HW/Project,90,I want to see if my countNeighbors function is working correctly,squash,11/7/17 13:50,13:50:08,Debugged with him
478,20171107,HW/Project,30,Iterating the board,,,,office hours over
549,20171107,PROJ2,30,proj2;py getvalid issue with define variables,,,,office hours over
361,20171107,Concept,90,Stuck on iterating through 2d list,tomatillo ,11/7/17 14:32,14:32:47,gave her a nudge in the right direction 
367,20171107,HW/Project,90,Checking neighbors function; the gameboard isn  t updating after each if statement;,tomatillo ,11/7/17 14:36,14:36:34,Error; that i still can  t see; Logical; asked him to code 
257,20171107,HW/Project,30,I need help with getting the next iterations because there are errors that state the code is out of index,tomatillo ,11/7/17 14:47,14:47:27,Asked if she could use multiple if statments; 
112,20171107,HW/Project,90,how the neighbors for down and across work (out of index),tomatillo ,11/7/17 14:52,14:52:54,Super werid logical error;;; was commented; but still could not find
340,20171107,HW/Project,90,"I  m having trouble implementing rules for the game of life; each idea that I come up with includes a lot of if"" statements""",mango,11/7/17 14:58,14:58:39,Help with rules for the game
503,20171107,HW/Project,90,recursive function gcd() and the algorithm ,mango,11/7/17 15:03,15:03:07,recursion help?
275,20171107,HW/Project,60,I don  t understand how to append coordinates to a list;,tomatillo ,11/7/17 15:08,15:08:59,2d list indexing
367,20171107,HW/Project,90,Check neighbors function which isn  t outputting the correct gameboard;,tomatillo ,11/7/17 15:10,15:10:37,Tossed him over to ben
112,20171107,HW/Project,60,going through iterations,tomatillo ,11/7/17 15:25,15:25:29,Thought Process question 
340,20171107,HW/Project,5,How do the re-submissions for the project design work?,tomatillo ,11/7/17 15:28,15:28:26,Question regarding grading
361,20171107,HW/Project,90,iterating through 2d list,tomatillo ,11/7/17 15:30,15:30:23,looping error 
242,20171107,HW/Project,90,My program is stuck in an infinite loop; but the code increments correctly;,mango,11/7/17 15:36,15:36:05,indentation error
522,20171107,HW/Project,30,I get an index out of range error and I am having trouble determining why;,tomatillo ,11/7/17 15:38,15:38:33,Was not returning a2d list; therefore none error 
503,20171107,HW/Project,90,interesting things about parameters in recursive functions ,tomatillo ,11/7/17 15:45,15:45:55,Not really a question 
257,20171107,HW/Project,30,For my next iteration function I have an index out of range error,tomatillo ,11/7/17 15:48,15:48:45,fi statement logic error; if board[0][0]: will always run 
130,20171107,PROJ2,90,Proj2; How do i go about on checking any live cells/neighboring cells to determine if a cell is alive or dead? and how do i put the values in the starting board after asking which cells to turn on,mango,11/7/17 15:48,15:48:53,No edge case checking 
426,20171107,HW/Project,60,I  m getting an out of range error in my 2d list;,tomatillo ,11/7/17 15:55,15:55:03,No edge case checking 
123,20171107,HW/Project,90,Unsure if the order of my output is acceptable,pepper,11/7/17 15:56,15:56:00,Grading question; not my child 
522,20171107,HW/Project,30,I have an index out of range error that I don  t know how to correct; ,mango,11/7/17 15:58,15:58:56,Did not index a list correctly
478,20171107,HW/Project,30,Iteration,tomatillo ,11/7/17 16:00,16:00:04,Conceptual Question 
112,20171107,HW/Project,90,changing the cells to live/dead,tomatillo ,11/7/17 16:01,16:01:51,Error with logic
426,20171107,HW/Project,15,I  m having trouble determining where to limit the edges of the 2d list; (indexing problem),pepper,11/7/17 16:05,16:05:30,Wasn  t sure how to keep from going out of bounds
257,20171107,HW/Project,15,The program is printing the starting board over and over instead of the next iteration,ugli fruit,11/7/17 16:07,16:07:58,Shallow vs; deep copy issue
114,20171107,HW/Project,60,I am having difficulty getting the correct 2D list returned for my iteration function;,pepper,11/7/17 16:10,16:10:47,Needed to reset counting values
503,20171107,HW/Project,90,interesting things about int and float ,ugli fruit,11/7/17 16:17,16:17:22,Student wanted me to check a lab he was practicing on for last semester; also checked his project 2; suggested he use some for loops
319,20171107,HW/Project,30,Help with the next iteration; I am confused as to how to check neighbors; ,pepper,11/7/17 16:21,16:21:23,Wasn  t sure how to check neighbors
426,20171107,HW/Project,15,I  m having an indexing error for my 2d list; ,tomatillo ,11/7/17 16:28,16:28:15,Did not fully grasp the idea of edge cases 
452,20171107,HW/Project,30,my nextIteration function isnt adding to the live cell count,tomatillo ,11/7/17 16:30,16:30:09,was not checking edge cases 
522,20171107,HW/Project,30,My cells all die and I don  t know why;,ugli fruit,11/7/17 16:33,16:33:49,There  s a problem with the algorithm for turning cells on and off but it will be hard to find because student doesn  t use any for loops; instead many if statements for every possible case
257,20171107,HW/Project,30,The next iterations are not appending the new board correctly,pepper,11/7/17 16:38,16:38:20,Had == instead of =
123,20171107,HW/Project,5,Lack of constants,ugli fruit,11/7/17 16:44,16:44:04,Needed a few more constants in the program
112,20171107,HW/Project,30,dead cells are all dying; rules check must have error,ugli fruit,11/7/17 16:50,16:50:03,Some problem in algorithm for checking whether neighbors are alive or dead but couldn  t find it; advised to add more debugging statements
478,20171107,HW/Project,30,Iteration,pepper,11/7/17 16:58,16:58:33,Needed a deep copy instead of updating board as they went along
114,20171107,HW/Project,15,I  m having a problem with getting the correct first iteration; It is printing correctly but not following the rules; it almost looks like it is adding live cells randomly; ,ugli fruit,11/7/17 17:07,17:07:25,Probably an issue with if statements determining whether cell should be alive or dead
319,20171107,Other,5,indentation error,ugli fruit,11/7/17 17:16,17:16:22,Had already fixed his indentation error; also had a question about algorithm for checking alive/dead cells
117,20171107,HW/Project,60,type casting ; mutable function ,ugli fruit,11/7/17 17:24,17:24:50,Question about whether getValidInt() could be changed to handle different num of arguments; just advised not to use getValidInt() for every situation
