Email Address,Timestamp,What do you need help with today?,What is the exact question you would like answered?,How long have you yourself already spent working on this problem or question?,,TA who helped,Time Helped,Time Waited,Notes
171,11/6/17 11:32,HW/Project,error saying my SENTINEL is not defined ,> 60 minutes,,berry,11/6/17 11:35,11:35:49,her code was not getting valid input; so i said to use num rows anc coloms variables as p[ossible inputs to getvalid input funciton
503,11/6/17 11:32,HW/Project,"sentinel value about q"" ;  """,> 60 minutes,,berry,11/6/17 11:44,11:44:33,yes; he can retuen a string from get valid input; but be careful in main;;;
130,11/6/17 13:03,HW/Project,Proj2; how do i save what I append to my gameBoard; it  s only printing it correctly on the first part but at the next part it prints out a list instead;,> 60 minutes,,berry,11/6/17 13:04,13:04:17,printed board in main and wanted to do it again for each iteration; Ans: either have a function that prints the board or write the same code over and over again in main (unideal)
218,11/6/17 13:03,HW/Project,need help when quitting an input to cast that to a string rather than an integer;,> 60 minutes,,berry,11/6/17 13:07,13:07:49,not commented - came back later not checking for quit condition correctly
503,11/6/17 13:04,HW/Project,"Question1: Could you please help me check the final format of the project2? 
Question2: About the getValidInput() function",> 60 minutes,,berry,11/6/17 13:11,13:11:37,wanted me to check their project for coding standards
257,11/6/17 13:04,HW/Project,i am trying to make certain that the live cells are not repeated in the 2D list and trying to use the remove() function and there is an error,16 - 30 minutes,,berry,11/6/17 13:16,13:16:01,what to do with repeats
218,11/6/17 13:23,HW/Project,Get an invalid literal input for base 10 when entering QUIT ,> 60 minutes,,,,,requested again
257,11/6/17 13:53,HW/Project,Trying to overwrite the dead cells with the user inputted live cells and having problems with appending the list,16 - 30 minutes,,berry,11/6/17 13:54,13:54:06,using the wrong indexing for a 2D list
130,11/6/17 14:04,HW/Project,Proj2; I was able to get it to print the starting empty board when user enters no live cells; my question is how do i put the value of the row and col of live cells and iterations if user choses too?,> 60 minutes,,coconut,11/6/17 14:08,14:08:08,made board AFTER asking for cells to turn on
218,11/6/17 14:14,HW/Project,I cant seem to find a way when trying to quit an input to not go over the next one,31 - 60 minutes,,coconut,11/6/17 14:15,14:15:18,not sure; managed to solve it himself when i got there
586,11/6/17 14:29,HW/Project,I have trouble understanding what to do for the last part of the project 2(iterations),31 - 60 minutes,,coconut,11/6/17 14:29,14:29:42,was confused about time-steps
503,11/6/17 14:32,HW/Project,Could you please give me some more strange value to check the project? Thank you very much,> 60 minutes,,coconut,11/6/17 14:39,14:39:16,uhhh finished; wanted me to give him a better answer; gave him hint
171,11/6/17 14:43,HW/Project,Having difficulty writing my createBoard function to make the originial board ,> 60 minutes,,coconut,11/6/17 14:52,14:52:18,was confused about printing board? told her to look at box hw
503,11/6/17 15:06,HW/Project,Already completed project2; And still want to find a better method to figure out the second project,> 60 minutes,,mango,11/6/17 15:08,15:08:49,question about improving method
547,11/6/17 15:52,HW/Project,My iteration function is printing out the wrong output and I cannot figure out why; I am stuck; ,31 - 60 minutes,,mango,11/6/17 15:52,15:52:30,deep copy; couldn  t find it notes
257,11/6/17 15:56,HW/Project,I am trying to make the necessary live cells replace the dead cells from the board and there are a few errors with it,16 - 30 minutes,,daikon,11/6/17 15:57,15:57:10,not resetting while loops
503,11/6/17 16:19,HW/Project,recursion debugging in the future  lecture ,> 60 minutes,,daikon,11/6/17 16:19,16:19:25,sanity check?
547,11/6/17 16:20,HW/Project,I can  t debug my iteration function and it  s giving me very wrong output; I  m stuck;,> 60 minutes,,daikon,11/6/17 16:21,16:21:02,checking rules
257,11/6/17 16:30,HW/Project,Not so much a question about the code; but more the rules of the game before I get started on the code; I am just unclear on how some of the sample outputs come to be,16 - 30 minutes,,daikon,11/6/17 16:36,16:36:22,explaining cod
218,11/6/17 16:31,HW/Project,How can I solve the invalid literal problem when entering a string into an integer ,> 60 minutes,,daikon,11/6/17 16:39,16:39:49,ordering of if statement
503,11/6/17 16:38,HW/Project,about the future recursive homework part1 ,> 60 minutes,,daikon,11/6/17 16:48,16:48:12,looking at previous homeworks
218,11/6/17 17:02,HW/Project,How can i get my program to not quit a while condition;,31 - 60 minutes,,radish,11/6/17 17:03,17:03:37,Needed help with input validation
112,11/6/17 17:09,HW/Project,difficulty organizing the check for neighbor funcctions (right; left; corner cells; etc),> 60 minutes,,radish,11/6/17 17:12,17:12:20,controlling loops
218,11/6/17 17:16,HW/Project,Need Help with integrating getvalidinput function to my begin prompt function;,31 - 60 minutes,,radish,11/6/17 17:26,17:26:08,Input validation
112,11/6/17 17:26,HW/Project,indexing through the list and changing the board,> 60 minutes,,radish,11/6/17 17:33,17:33:44,Board checking
292,11/6/17 17:29,HW/Project,I can;t seem to get the program to follow along my nested if statements,31 - 60 minutes,,radish,11/6/17 17:47,17:47:23,Input validation
218,11/6/17 17:47,HW/Project,Question about quitting out of program,31 - 60 minutes,,radish,11/6/17 17:58,17:58:51,Input validation
292,11/7/17 10:29,HW/Project,I need help understanding how to get my while loop to only update my varibale once,31 - 60 minutes,,iceberg lettuce,11/7/17 10:30,10:30:09,Didn  t usderstand question; it seemed ot work?
257,11/7/17 10:30,HW/Project,Not sure how to loop through the current board to get the correct neighbors of the live and dead cells,16 - 30 minutes,,iceberg lettuce,11/7/17 10:37,10:37:31,Understanding 2d lists
292,11/7/17 10:53,HW/Project,Does it watermeloner where I return my value?,16 - 30 minutes,,iceberg lettuce,11/7/17 10:54,10:54:41,Needed help with return
456,11/7/17 10:59,HW/Project,The input validation with quit isn  t working properly,> 60 minutes,,iceberg lettuce,11/7/17 11:00,11:00:25,Casting   q   to int
257,11/7/17 11:09,HW/Project,I just want to make certain that I am on the right track when it comes to the checking the iterations,16 - 30 minutes,,eggplant,11/7/17 11:13,11:13:16,Wanted to confirm that her train of thought is in the right direction
173,11/7/17 11:13,HW/Project,I am having difficulty hard copying my gameboard in python; ,31 - 60 minutes,,eggplant,11/7/17 11:15,11:15:55,He was doing shallow copies of lists
456,11/7/17 11:31,HW/Project,I just want to double check if my comments are appropriate,6 - 15 minutes,,eggplant,11/7/17 11:31,11:31:59,Wanted to confirm his comments were appropriate and in the good places
478,11/7/17 11:33,HW/Project,Changing board content,16 - 30 minutes,,eggplant,11/7/17 11:33,11:33:49,He was not accounting for the edges in his while loops and getting out of range error
549,11/7/17 11:36,HW/Project,building my grid translating lecture note into pratical application,6 - 15 minutes,,eggplant,11/7/17 11:37,11:37:30,Needed a little guidance through changing makeSquareGrid to be able to use in this project
319,11/7/17 11:47,HW/Project,Issue in creating the starting game board,16 - 30 minutes,,eggplant,11/7/17 11:47,11:47:39,His program had mixed up rows and columns
376,11/7/17 11:50,HW/Project,I am having a lot of trouble understanding how to implement the rules; ,6 - 15 minutes,,eggplant,11/7/17 12:05,12:05:47,He wanted to confirm his idea was the right direction
549,11/7/17 11:55,HW/Project,building the first grid,6 - 15 minutes,,eggplant,11/7/17 12:09,12:09:22,He was trying to append to a integer (which doesn  t work)
478,11/7/17 12:06,HW/Project,iteration,16 - 30 minutes,,eggplant,11/7/17 12:12,12:12:56,He wanted to confirm that he was writing what we previously discussed properly
426,11/7/17 12:07,HW/Project,In my code I  combine a 2d list into one list; then splitting that list; Am I overcomplicating it?,16 - 30 minutes,,eggplant,11/7/17 12:16,12:16:07,He was overcomplicating it; He wanted to convert the 2D list to a 1D list for nextIteration
292,11/7/17 12:13,HW/Project,How do  I get the function to append the same character in the spot they gave me?,16 - 30 minutes,,eggplant,11/7/17 12:17,12:17:56,He was overcomplicating the whole row and column input function and he needed guidance for how to change a specific cell to alive
171,11/7/17 12:15,HW/Project,my createBoard function is not working properly and I don  t know how to approach my printBoard function ,> 60 minutes,,eggplant,11/7/17 12:27,12:27:44,Needed help visualizing how the printBoard function will work
376,11/7/17 12:17,HW/Project,"I had a question regarding the borders"" of the grid; """,< 5 minutes,,eggplant,11/7/17 12:36,12:36:05,He did not account for the borders of the grid in this program; He is gonna play with the idea a little more
114,11/7/17 12:19,HW/Project,I need help knowing how to go about with the next iteration function; How do I create the next board based on the conditions of the first board?  I have a few different ideas I just want to make sure I  m going the right direction; ,31 - 60 minutes,,eggplant,11/7/17 12:41,12:41:54,She wanted to bounce ideas about the nextIteration function
319,11/7/17 12:25,HW/Project,understand how to get next iteration,16 - 30 minutes,,eggplant,11/7/17 12:48,12:48:00,student left
171,11/7/17 12:43,HW/Project,my board is not defined,> 60 minutes,,eggplant,11/7/17 12:48,12:48:46,I stopped by after the last time I helped her to check on her and she asked me about this
117,11/7/17 12:46,HW/Project,Objective of project ,31 - 60 minutes,,eggplant,11/7/17 12:49,12:49:44,She had the right idea but she wanted to clarify what counted as a neighbor
350,11/7/17 12:52,HW/Project,I have a non-type error; print function doesn  t work properly; and need help on looping;,> 60 minutes,,eggplant,11/7/17 12:54,12:54:19,He was printing out a function that didn  t return anything
549,11/7/17 12:54,HW/Project,proj2;py getvalid input issues not define,16 - 30 minutes,,eggplant,11/7/17 13:00,13:00:13,He was overcomplicating the whole row and column input function
219,11/7/17 12:54,HW/Project,my project 2 file is reporting a missing indentation error but none of the indentations are wrong,> 60 minutes,,squash,11/7/17 13:01,13:01:34,His for loop was empty
292,11/7/17 12:55,HW/Project,I don  t know what this means: ValueError: invalid literal for int() with base 10:   q  ;  This only happened after I tried to change my gameBoard index,16 - 30 minutes,,squash,11/7/17 13:02,13:02:57,Did not update variables after exiting while loops
429,11/7/17 13:01,HW/Project,count neighbor function isn  t working,31 - 60 minutes,,squash,11/7/17 13:15,13:15:07,Suggested how to solve the count neighbor function
319,11/7/17 13:22,HW/Project,comprehending the game,16 - 30 minutes,,squash,11/7/17 13:27,13:27:05,Fishing; expected me to watch him code and tell him what he should do next
362,11/7/17 13:27,HW/Project,is it possible to all the project from emacs compiler?  ,< 5 minutes,,squash,11/7/17 13:36,13:36:50,Taught him how to use cp
319,11/7/17 13:38,HW/Project,help with the my nextIteration fn; checking the neighbors,16 - 30 minutes,,squash,11/7/17 13:43,13:43:45,Attempted to guide him
429,11/7/17 13:38,HW/Project,I want to see if my countNeighbors function is working correctly,> 60 minutes,,squash,11/7/17 13:50,13:50:08,Debugged with him
478,11/7/17 13:40,HW/Project,Iterating the board,16 - 30 minutes,,,,,office hours over
549,11/7/17 13:49,HW/Project,proj2;py getvalid issue with define variables,16 - 30 minutes,,,,,office hours over
361,11/7/17 14:32,Concept,Stuck on iterating through 2d list,> 60 minutes,,tomatillo ,11/7/17 14:32,14:32:47,gave her a nudge in the right direction 
367,11/7/17 14:33,HW/Project,Checking neighbors function; the gameboard isn  t updating after each if statement;,> 60 minutes,,tomatillo ,11/7/17 14:36,14:36:34,Error; that i still can  t see; Logical; asked him to code 
257,11/7/17 14:35,HW/Project,I need help with getting the next iterations because there are errors that state the code is out of index,16 - 30 minutes,,tomatillo ,11/7/17 14:47,14:47:27,Asked if she could use multiple if statments; 
112,11/7/17 14:43,HW/Project,how the neighbors for down and across work (out of index),> 60 minutes,,tomatillo ,11/7/17 14:52,14:52:54,Super werid logical error;;; was commented; but still could not find
340,11/7/17 14:52,HW/Project,"I  m having trouble implementing rules for the game of life; each idea that I come up with includes a lot of if"" statements""",> 60 minutes,,mango,11/7/17 14:58,14:58:39,Help with rules for the game
503,11/7/17 14:57,HW/Project,recursive function gcd() and the algorithm ,> 60 minutes,,mango,11/7/17 15:03,15:03:07,recursion help?
275,11/7/17 15:04,HW/Project,I don  t understand how to append coordinates to a list;,31 - 60 minutes,,tomatillo ,11/7/17 15:08,15:08:59,2d list indexing
367,11/7/17 15:05,HW/Project,Check neighbors function which isn  t outputting the correct gameboard;,> 60 minutes,,tomatillo ,11/7/17 15:10,15:10:37,Tossed him over to ben
112,11/7/17 15:11,HW/Project,going through iterations,31 - 60 minutes,,tomatillo ,11/7/17 15:25,15:25:29,Thought Process question 
340,11/7/17 15:13,HW/Project,How do the re-submissions for the project design work?,< 5 minutes,,tomatillo ,11/7/17 15:28,15:28:26,Question regarding grading
361,11/7/17 15:13,HW/Project,iterating through 2d list,> 60 minutes,,tomatillo ,11/7/17 15:30,15:30:23,looping error 
242,11/7/17 15:18,HW/Project,My program is stuck in an infinite loop; but the code increments correctly;,> 60 minutes,,mango,11/7/17 15:36,15:36:05,indentation error
522,11/7/17 15:28,HW/Project,I get an index out of range error and I am having trouble determining why;,16 - 30 minutes,,tomatillo ,11/7/17 15:38,15:38:33,Was not returning a2d list; therefore none error 
503,11/7/17 15:29,HW/Project,interesting things about parameters in recursive functions ,> 60 minutes,,tomatillo ,11/7/17 15:45,15:45:55,Not really a question 
257,11/7/17 15:29,HW/Project,For my next iteration function I have an index out of range error,16 - 30 minutes,,tomatillo ,11/7/17 15:48,15:48:45,fi statement logic error; if board[0][0]: will always run 
130,11/7/17 15:37,HW/Project,Proj2; How do i go about on checking any live cells/neighboring cells to determine if a cell is alive or dead? and how do i put the values in the starting board after asking which cells to turn on,> 60 minutes,,mango,11/7/17 15:48,15:48:53,No edge case checking 
426,11/7/17 15:50,HW/Project,I  m getting an out of range error in my 2d list;,31 - 60 minutes,,tomatillo ,11/7/17 15:55,15:55:03,No edge case checking 
123,11/7/17 15:51,HW/Project,Unsure if the order of my output is acceptable,> 60 minutes,,pepper,11/7/17 15:56,15:56:00,Grading question; not my child 
522,11/7/17 15:53,HW/Project,I have an index out of range error that I don  t know how to correct; ,16 - 30 minutes,,mango,11/7/17 15:58,15:58:56,Did not index a list correctly
478,11/7/17 15:57,HW/Project,Iteration,16 - 30 minutes,,tomatillo ,11/7/17 16:00,16:00:04,Conceptual Question 
112,11/7/17 15:59,HW/Project,changing the cells to live/dead,> 60 minutes,,tomatillo ,11/7/17 16:01,16:01:51,Error with logic
426,11/7/17 16:03,HW/Project,I  m having trouble determining where to limit the edges of the 2d list; (indexing problem),6 - 15 minutes,,pepper,11/7/17 16:05,16:05:30,Wasn  t sure how to keep from going out of bounds
257,11/7/17 16:07,HW/Project,The program is printing the starting board over and over instead of the next iteration,6 - 15 minutes,,ugli fruit,11/7/17 16:07,16:07:58,Shallow vs; deep copy issue
114,11/7/17 16:09,HW/Project,I am having difficulty getting the correct 2D list returned for my iteration function;,31 - 60 minutes,,pepper,11/7/17 16:10,16:10:47,Needed to reset counting values
503,11/7/17 16:16,HW/Project,interesting things about int and float ,> 60 minutes,,ugli fruit,11/7/17 16:17,16:17:22,Student wanted me to check a lab he was practicing on for last semester; also checked his project 2; suggested he use some for loops
319,11/7/17 16:21,HW/Project,Help with the next iteration; I am confused as to how to check neighbors; ,16 - 30 minutes,,pepper,11/7/17 16:21,16:21:23,Wasn  t sure how to check neighbors
426,11/7/17 16:24,HW/Project,I  m having an indexing error for my 2d list; ,6 - 15 minutes,,tomatillo ,11/7/17 16:28,16:28:15,Did not fully grasp the idea of edge cases 
452,11/7/17 16:27,HW/Project,my nextIteration function isnt adding to the live cell count,16 - 30 minutes,,tomatillo ,11/7/17 16:30,16:30:09,was not checking edge cases 
522,11/7/17 16:32,HW/Project,My cells all die and I don  t know why;,16 - 30 minutes,,ugli fruit,11/7/17 16:33,16:33:49,There  s a problem with the algorithm for turning cells on and off but it will be hard to find because student doesn  t use any for loops; instead many if statements for every possible case
257,11/7/17 16:37,HW/Project,The next iterations are not appending the new board correctly,16 - 30 minutes,,pepper,11/7/17 16:38,16:38:20,Had == instead of =
123,11/7/17 16:40,HW/Project,Lack of constants,< 5 minutes,,ugli fruit,11/7/17 16:44,16:44:04,Needed a few more constants in the program
112,11/7/17 16:40,HW/Project,dead cells are all dying; rules check must have error,16 - 30 minutes,,ugli fruit,11/7/17 16:50,16:50:03,Some problem in algorithm for checking whether neighbors are alive or dead but couldn  t find it; advised to add more debugging statements
478,11/7/17 16:44,HW/Project,Iteration,16 - 30 minutes,,pepper,11/7/17 16:58,16:58:33,Needed a deep copy instead of updating board as they went along
114,11/7/17 16:46,HW/Project,I  m having a problem with getting the correct first iteration; It is printing correctly but not following the rules; it almost looks like it is adding live cells randomly; ,6 - 15 minutes,,ugli fruit,11/7/17 17:07,17:07:25,Probably an issue with if statements determining whether cell should be alive or dead
319,11/7/17 16:54,GL/emacs/PuTTY issue,indentation error,< 5 minutes,,ugli fruit,11/7/17 17:16,17:16:22,Had already fixed his indentation error; also had a question about algorithm for checking alive/dead cells
117,11/7/17 17:10,HW/Project,type casting ; mutable function ,31 - 60 minutes,,ugli fruit,11/7/17 17:24,17:24:50,Question about whether getValidInt() could be changed to handle different num of arguments; just advised not to use getValidInt() for every situation
130,11/7/17 17:22,HW/Project,how do i handle and fix the error and crash where it goes inside the loop and crashes since it  s a string and its been cast to a int,> 60 minutes,,ugli fruit,11/7/17 17:31,17:31:43,Had to change order of checking input for quit before int()ing it
292,11/7/17 17:31,HW/Project,I think I need help debugging;  My program prints the starting bpard correctly for some combinations of numbers but not all;,> 60 minutes,,ugli fruit,11/7/17 17:41,17:41:28,Had rows and columns reversed
117,11/7/17 17:53,HW/Project,minn; maxx; type cast ,16 - 30 minutes,,ugli fruit,11/7/17 18:00,18:00:37,Need to check whether input was quit before int()ing it
130,11/7/17 18:00,HW/Project,Proj2; now that it  s working how do i now change the starting value in the board if the user chooses a cell to turn on,> 60 minutes,,,,,office hours over
112,11/8/17 10:01,HW/Project,deep copy,> 60 minutes,,watermelon,11/8/17 10:05,10:05:18,pointed to slides for 2d lists
536,11/8/17 10:01,HW/Project,list out of index,16 - 30 minutes,,,,,requested again
503,11/8/17 10:01,HW/Project,Questions about two for loops recursion ,> 60 minutes,,watermelon,11/8/17 10:16,10:16:34,talked through recursion
466,11/8/17 10:08,HW/Project,Im having trouble assigning rows and columns for my project to searcgh the board,> 60 minutes,,watermelon,11/8/17 10:26,10:26:24,talked about how to maybe fix an out of range by using an if statement
555,11/8/17 10:16,HW/Project,Getting live cells onto gameboard,6 - 15 minutes,,watermelon,11/8/17 10:31,10:31:17,referred to python interpreter or slides for finding out whether you can reassign a cell in 2d list
112,11/8/17 10:23,HW/Project,formal parameters,16 - 30 minutes,,watermelon,11/8/17 10:35,10:35:59,helped think through copying a 2D list entirely; not just outer list (they had most of the code)
536,11/8/17 10:32,HW/Project,List out of index,> 60 minutes,,watermelon,11/8/17 10:41,10:41:12,helped them find where they were checking for a nonexistent column (needed colMax - 1)
264,11/8/17 11:01,HW/Project,help with deep/shallow copy,31 - 60 minutes,,quince,11/8/17 11:03,11:03:00,was printing 2d list wrong 
340,11/8/17 11:02,HW/Project,I  m not sure why my program isn  t locating the alive cells,16 - 30 minutes,,quince,11/8/17 11:10,11:10:58,debug & deep copy refrence 
171,11/8/17 11:07,HW/Project,having trouble putting alive cells into original gameboard,> 60 minutes,,quince,11/8/17 11:23,11:23:06,indenting 
510,11/8/17 11:10,HW/Project,Need help with printing board,6 - 15 minutes,,quince,11/8/17 11:32,11:32:45,helped with getting started
549,11/8/17 11:13,HW/Project,proj2;py getvalidinput issues not taken parameter well,16 - 30 minutes,,quince,11/8/17 11:39,11:39:38,student left
549,11/8/17 11:41,HW/Project,proj2;py same query ,> 60 minutes,,quince,11/8/17 11:41,11:41:27,trying to combine getValidInput with create board;;;
340,11/8/17 11:42,HW/Project,I  m not sure why my list is out of index,6 - 15 minutes,,quince,11/8/17 11:55,11:55:23,refrence board vs real board 
486,11/8/17 11:45,HW/Project,Cells are not being turned on; next grid becomes empty,> 60 minutes,,quince,11/8/17 11:57,11:57:08,deep and shallow copies
494,11/8/17 11:50,HW/Project,i cannot figure out input validation for my project,31 - 60 minutes,,quince,11/8/17 12:11,12:11:53,input validaiton order
452,11/8/17 11:59,HW/Project,my nextIteration() function isnt working,31 - 60 minutes,,,,,office hours over
549,11/8/17 12:03,HW/Project,proj2;py getvalidinput not taking intgers correctly,> 60 minutes,,,,,office hours over
466,11/8/17 12:05,HW/Project,I don  t know how to determine the appropriate range to iterate through all items I need to; without getting list index out of range;,> 60 minutes,,,,,office hours over
503,11/8/17 12:13,HW/Project,further questions about the two strange for loops in the permutations functions from the textbook ,> 60 minutes,,,,,office hours over
340,11/8/17 12:14,HW/Project,My iterations of the board are still coming up blank,6 - 15 minutes,,,,,office hours over
112,11/8/17 13:02,HW/Project,deep copy,16 - 30 minutes,,pepper,11/8/17 13:05,13:05:01,Didn  t understand deep copy example from slides
466,11/8/17 13:04,HW/Project,Iterating through the lost the correct number of times,> 60 minutes,,grape,11/8/17 13:08,13:08:19,Needed help woth out of range errors
503,11/8/17 13:04,HW/Project,recursive labs and questions from textbook and 2015 labs ,> 60 minutes,,pepper,11/8/17 13:12,13:12:53,nevermind
503,11/8/17 13:24,Lab,2015 tricky recursive labs: further recursive ,> 60 minutes,,grape,11/8/17 13:25,13:25:28,Going over word permutations example from the textbook
452,11/8/17 13:24,HW/Project,nextIteration() function,31 - 60 minutes,,pepper,11/8/17 13:25,13:25:35,was updating list as they went along
112,11/8/17 13:29,HW/Project,my check neighbor is invalid; works for some but not all,> 60 minutes,,pepper,11/8/17 13:30,13:30:24,Updating shallow copy of list
452,11/8/17 13:31,HW/Project,nextITeration(),31 - 60 minutes,,grape,11/8/17 13:32,13:32:53,Going over length of row when wanted length of board
235,11/8/17 13:33,HW/Project,Having trouble visualizing how to iterate 2D list to check whether cell is alive or dead,> 60 minutes,,pepper,11/8/17 13:42,13:42:47,Wanted to know if simpler way than using 8 if statements
306,11/8/17 13:55,HW/Project,"Skipping over"" the calling of a function; thinking through the solution to updating the board""",> 60 minutes,,pepper,11/8/17 13:56,13:56:18,Needed a catch to check if all cells were dead
536,11/8/17 13:56,HW/Project,How to make a deep copy,16 - 30 minutes,,grape,11/8/17 13:57,13:57:04,Trying to do myL[:][:]
188,11/8/17 14:07,HW/Project,"I do not know whether or not to put an if"" or an ""elif"" somewhere""",> 60 minutes,,vanilla,11/8/17 14:07,14:07:34,Wanted to check logic of program design
112,11/8/17 14:12,HW/Project,error checking valid value; str and int organization,16 - 30 minutes,,horseradish,11/8/17 14:12,14:12:40,Loop logic needed to be simplified;
367,11/8/17 14:14,HW/Project,Making my list a deep copy; since you can only send it row by row;,> 60 minutes,,vanilla,11/8/17 14:17,14:17:11,Deep copy not workng
503,11/8/17 14:14,Lab,super tricky labs in 2015 semester ,> 60 minutes,,horseradish,11/8/17 14:24,14:24:33,Question was not class-related;
188,11/8/17 14:15,HW/Project,Uncertainty setting the first variable in a for loop,16 - 30 minutes,,vanilla,11/8/17 14:25,14:25:27,Had a question about how to check neighbors
536,11/8/17 14:21,HW/Project,function to check if alive or dead,16 - 30 minutes,,horseradish,11/8/17 14:28,14:28:04,New board not updating properly;  Suggested debugging with print stmts;
271,11/8/17 14:28,HW/Project,"Project 2: problem with input validation; Program does not quit correctly when the user enters q""""",6 - 15 minutes,,vanilla,11/8/17 14:30,14:30:17,Small bug/indentation issues when checking input
555,11/8/17 14:31,HW/Project,Local variable referenced before assignment ,6 - 15 minutes,,horseradish,11/8/17 14:40,14:40:13,Scope issue
549,11/8/17 14:31,HW/Project,proj2;py get valid input issues and return ,> 60 minutes,,horseradish,11/8/17 14:43,14:43:20,Premature assumption of int (with input = q)
557,11/8/17 14:37,HW/Project,I don  t get the same results when I use the same inputs as the ones in the samples,16 - 30 minutes,,vanilla,11/8/17 14:45,14:45:41,Recommended that she use more debug statements since her code is pretty long
522,11/8/17 14:46,HW/Project,My iterations cause my cells to die,> 60 minutes,,horseradish,11/8/17 14:51,14:51:01,Used == instead of =
367,11/8/17 14:50,HW/Project,Deep copy of a list and making a list equal after coming back from print list function,> 60 minutes,,horseradish,11/8/17 15:03,15:03:03,Confusion about how to update mutable structures
271,11/8/17 14:51,HW/Project,printBoard() for project 2 works fine for me; It runs as it should; However; I have it setup to print; There are no returns; I would like help in changing these print statements into a return of boardContents instead please,6 - 15 minutes,,horseradish,11/8/17 15:33,15:33:00,Misread instructions
429,11/8/17 14:52,HW/Project,I have no idea where my project is breaking; if its in my count or nextIteration;,> 60 minutes,,horseradish,11/8/17 15:35,15:35:04,student left
549,11/8/17 15:01,HW/Project,get valid input is now entering a infite loop ,6 - 15 minutes,,horseradish,11/8/17 15:36,15:36:15,loop logic   
536,11/8/17 15:04,HW/Project,Board not updating; but it checks 2D list,6 - 15 minutes,,horseradish,11/8/17 15:46,15:46:17,possibly updating board in place
306,11/8/17 15:13,HW/Project,My program is producing a list where it should be producing an integer,6 - 15 minutes,,horseradish,11/8/17 15:56,15:56:08,student left
319,11/8/17 15:25,HW/Project,Unbound Local Error when checking the next iteration,16 - 30 minutes,,horseradish,11/8/17 15:57,15:57:06,Spelling error
130,11/8/17 15:25,HW/Project,Proj2; How do I initiate a check for the neighboring cells without going out of bounds and going through each cell?,> 60 minutes,,olive,11/8/17 16:01,16:01:52,student left
117,11/8/17 15:28,HW/Project,type casting and 2D list motification ,16 - 30 minutes,,lima,11/8/17 16:02,16:02:01,student left
311,11/8/17 15:41,HW/Project,How to add alive cells to board,31 - 60 minutes,,olive,11/8/17 16:02,16:02:53,student left
117,11/8/17 15:45,HW/Project,type casting and updating 2d list ,16 - 30 minutes,,,,,requested again
549,11/8/17 15:46,HW/Project,proj2;py getvalid can  t take in q,6 - 15 minutes,,lima,11/8/17 16:03,16:03:01,new variable name
426,11/8/17 15:50,HW/Project,I  m having an indexing problem in my 2d list;,31 - 60 minutes,,olive,11/8/17 16:03,16:03:23,help with fixing an out of bounds error when checking an edge
115,11/8/17 15:51,HW/Project,Strategy of storing coordinates; I might be going in a COMPLETELY wrong direction;,16 - 30 minutes,,olive,11/8/17 16:07,16:07:21,helped with idea and also deep copies
466,11/8/17 15:52,HW/Project,Trouble understanding deep and shallow copies;; I think,> 60 minutes,,lima,11/8/17 16:08,16:08:18,didn  t understand why code worked lol
340,11/8/17 15:56,HW/Project,I  m having trouble finding the error that is causing my iterations of the game to all be blank;,31 - 60 minutes,,olive,11/8/17 16:18,16:18:05,accidentally making a deep copy
535,11/8/17 16:09,HW/Project,I have a simple out of range counter problem,< 5 minutes,,lima,11/8/17 16:18,16:18:21,needed help with nextIteration goal
319,11/8/17 16:11,HW/Project,index out of bounds error in checking neighbhors,< 5 minutes,,lima,11/8/17 16:22,16:22:54,nevermind
466,11/8/17 16:22,HW/Project,Still having trouble with the shallow and deep copies ,> 60 minutes,,olive,11/8/17 16:22,16:22:57,accidentally making a deep copy
340,11/8/17 16:33,HW/Project,I believe the deep copy worked; but now the rules aren  t being followed,6 - 15 minutes,,lima,11/8/17 16:34,16:34:41,didn  t have a deep copy
319,11/8/17 16:33,HW/Project,incorrect output with iterations,< 5 minutes,,olive,11/8/17 16:33,16:33:35,a lot of help with debugging
549,11/8/17 16:35,HW/Project,proj2;py no clue how to do iteration from where i am currently at,6 - 15 minutes,,olive,11/8/17 16:48,16:48:09,didn  t really know what to do next for starting iterations
426,11/8/17 16:38,HW/Project,I  m still confused on how to index my 2d list;,16 - 30 minutes,,olive,11/8/17 16:54,16:54:00,still confused about bounds checking
535,11/8/17 16:53,HW/Project,I  ve run into a bit of a problem printing my board,6 - 15 minutes,,lima,11/8/17 16:57,16:57:00,couldn  t print correctly
222,11/8/17 17:00,HW/Project,"I  m not sure how and where to make the deep"" copies of the board for project 2""",31 - 60 minutes,,yam,11/8/17 17:03,17:03:03,Shallow vs; deep copy of board
426,11/8/17 17:08,HW/Project,I  m having trouble with indexing through my 2d list;,6 - 15 minutes,,yam,11/8/17 17:09,17:09:30,Indexing the element right after the end of the list
469,11/8/17 17:10,HW/Project,My nextIteration function is counting neighbors that don  t exist; but I cannot find any errors in my logic;,> 60 minutes,,radish,11/8/17 17:12,17:12:44,Help with increasing neighbor counter
115,11/8/17 17:14,HW/Project,I don  t python good; My coordinates function is not updating;,16 - 30 minutes,,yam,11/8/17 17:14,17:14:46,2D list of coordinates & was indexing like it was 1D
311,11/8/17 17:16,HW/Project,How to add alive cells to board,31 - 60 minutes,,radish,11/8/17 17:22,17:22:52,Nested iterations
